title,rating
The Black Riders and Other Lines,4.2
From Eves Rib,4.27
Pictures from Brueghel and Other Poems,4.25
Songbreaths,4.3
Habibi,3.61
alphabet,4.36
Animalia,4.26
At the Bottom of the River,3.77
Staying Alive,4.36
The Collected Poems,4.3
Wild Mind,4.13
New and Collected Poems,4.35
For Colored Boys Who Have Considered Suicide When the Rainbow is Still Not Enough,4.28
Neon Vernacular,4.2
Audacious,3.77
An Essay on Man,3.68
Fragments,3.81
The Hunting of the Snark,4.05
Aleutian Sparrow,3.8
Poems of Paul Celan,4.36
Im Your Man,4.16
Revolutionary Mothering,4.57
The Ipswich Bus,4.88
Nursery Rhyme Comics,4.06
The Maximus Poems,4.18
Tales,3.89
Laura Ingalls Wilders Fairy Poems,4.02
Boxing the Compass,3.67
Selected Poems,4.23
In Dreams Begin Responsibilities and Other Stories,4.06
Cunt Ups,4.16
Black Butterfly,4.12
Ten Plays,4.17
Dreams and Dew,4.16
The Truth in Rented Rooms,4.44
A Spring Harvest,4.01
Moon Crossing Bridge,4.04
Haruko,4.15
A rd Serving of Chicken Soup for the Soul,4.0
Circles on the Water,4.28
Chicago,4.17
The Complete Poems of Anna Akhmatova,4.43
The Gods of Pegana,3.89
Complete Poems,4.15
Freakboy,3.94
Beautiful Chaos,3.97
The Colossus and Other Poems,4.19
The Living Gita,4.39
Love Death and the Changing of the Seasons,4.12
Loudermilk,3.42
The Way It Is,4.48
The Worlds Wife,4.16
I Need You More Than I Love You and I Love You to Bits,3.61
The Poems of Dylan Thomas,4.3
Poems and Prose,4.24
The Green Fool,4.09
In the Forest of Faded Wisdom,4.11
Pharmako,4.56
The Waste Land and Other Writings,4.21
Collected Poems and Other Verse,4.18
Operette Morali,4.4
So Sad Today,3.85
She Said ,4.19
Water Chasing Water,4.41
A th Course of Chicken Soup for the Soul,4.09
Selected Poems,4.18
Amphigorey Also,4.4
Selected Poems,4.23
Love Poems,4.28
I Heard God Laughing,4.5
This is the House that Jack Built,3.94
Pieces of a Song,4.17
Grooks ,4.39
Birdie,4.08
The Complete Poems  ,4.19
If I Had My Life to Live Over I Would Pick More Daisies,3.74
